customer_id,region,usage_type,daily_usage_liters,system_uptime_percent,reduction_percent,days_since_maintenance,complaint_count,maintenance_urgency,cluster_label,cluster_description,recommendation,install_month
CUST_2819,Mumbai,Residential,700,99.32,75.59,72,3,0.72,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_2820,Mumbai,Residential,2139,73.34,81.44,43,5,0.59,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_2821,Mumbai,Industrial,1023,76.36,83.06,98,5,1.28,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_2822,Nashik,Residential,2629,84.19,83.54,14,5,0.17,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_2823,Nashik,Agricultural,1435,99.06,78.17,91,4,0.92,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_2824,Pune,Industrial,3070,93.15,55.79,28,0,0.3,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_2825,Nashik,Agricultural,3749,96.95,65.21,104,2,1.07,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_2826,Nashik,Residential,1050,80.01,83.81,62,2,0.77,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_2827,Mumbai,Agricultural,567,99.76,92.67,73,3,0.73,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-03
CUST_2828,Pune,Agricultural,2645,73.08,48.95,105,0,1.44,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_2829,Nashik,Residential,1640,71.59,71.78,111,4,1.55,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_2830,Nashik,Industrial,869,95.67,60.63,68,0,0.71,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_2831,Mumbai,Agricultural,2856,97.82,56.27,23,0,0.24,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_2832,Mumbai,Residential,2273,72.72,70.29,105,3,1.44,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_2833,Nashik,Industrial,845,73.4,75.3,12,4,0.16,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_2834,Pune,Industrial,3122,71.0,45.49,75,5,1.06,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_2835,Pune,Industrial,664,73.14,84.01,44,2,0.6,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_2836,Mumbai,Agricultural,846,76.28,85.99,17,1,0.22,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_2837,Mumbai,Agricultural,570,99.1,93.28,105,5,1.06,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_2838,Nashik,Agricultural,3845,90.04,54.03,31,4,0.34,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_2839,Mumbai,Industrial,1038,93.36,74.73,86,2,0.92,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_2840,Nashik,Agricultural,2884,93.28,66.33,92,5,0.99,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_2841,Pune,Residential,1557,86.05,61.74,109,3,1.27,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_2842,Pune,Agricultural,358,93.92,73.28,6,4,0.06,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_2843,Nashik,Agricultural,1574,87.87,84.12,20,4,0.23,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_2844,Mumbai,Industrial,2170,79.44,46.15,18,2,0.23,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_2845,Pune,Agricultural,385,86.83,93.47,21,2,0.24,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_2846,Mumbai,Residential,1062,86.01,85.49,64,0,0.74,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_2847,Pune,Industrial,689,94.7,82.56,74,0,0.78,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-05
CUST_2848,Nashik,Residential,1503,99.45,83.02,103,4,1.04,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_2849,Nashik,Industrial,1018,82.33,64.45,21,1,0.26,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_2850,Nashik,Industrial,3203,92.9,82.58,49,3,0.53,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-02
CUST_2851,Pune,Agricultural,448,72.99,64.34,42,2,0.58,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_2852,Mumbai,Residential,882,93.3,89.94,108,0,1.16,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_2853,Mumbai,Industrial,420,81.14,53.86,68,3,0.84,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_2854,Mumbai,Agricultural,3112,71.18,59.62,10,5,0.14,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_2855,Pune,Industrial,2952,80.9,72.57,64,5,0.79,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_2856,Pune,Industrial,2603,88.32,60.96,116,4,1.31,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_2857,Pune,Industrial,1065,73.58,66.21,106,2,1.44,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_2858,Pune,Industrial,3211,97.72,69.62,53,5,0.54,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_2859,Pune,Industrial,1099,72.33,87.82,25,2,0.35,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_2860,Mumbai,Industrial,3680,97.9,71.16,103,0,1.05,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_2861,Pune,Agricultural,2406,91.21,63.12,27,5,0.3,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_2862,Pune,Industrial,1321,79.89,57.39,80,1,1.0,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_2863,Mumbai,Residential,3440,81.72,65.43,61,5,0.75,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_2864,Pune,Agricultural,1769,92.22,70.79,68,2,0.74,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_2865,Mumbai,Residential,2735,88.04,82.31,33,1,0.37,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_2866,Mumbai,Industrial,1409,90.15,51.05,31,3,0.34,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_2867,Nashik,Residential,3133,81.67,56.08,10,5,0.12,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_2868,Nashik,Industrial,1550,84.63,63.98,25,2,0.3,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_2869,Nashik,Industrial,2940,99.7,63.02,75,5,0.75,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_2870,Nashik,Agricultural,1949,76.42,64.59,111,5,1.45,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_2871,Pune,Agricultural,3555,82.54,84.68,45,2,0.55,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_2872,Nashik,Industrial,2115,78.75,61.21,84,1,1.07,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_2873,Mumbai,Agricultural,1645,92.95,70.09,9,0,0.1,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_2874,Pune,Residential,3256,92.92,76.2,19,5,0.2,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_2875,Nashik,Agricultural,1641,78.77,56.61,25,4,0.32,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_2876,Mumbai,Agricultural,2913,72.44,80.93,62,3,0.86,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_2877,Pune,Residential,2746,70.34,72.36,8,2,0.11,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_2878,Pune,Agricultural,2032,82.82,67.34,73,5,0.88,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_2879,Nashik,Industrial,1198,82.31,85.49,11,0,0.13,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_2880,Pune,Residential,3664,99.65,57.17,39,2,0.39,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_2881,Mumbai,Industrial,2640,84.09,89.16,40,5,0.48,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_2882,Pune,Residential,784,77.69,73.05,19,3,0.24,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_2883,Mumbai,Industrial,3818,96.74,75.46,96,4,0.99,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_2884,Pune,Industrial,1102,84.73,88.75,6,2,0.07,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_2885,Nashik,Agricultural,2015,87.98,85.88,61,5,0.69,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_2886,Mumbai,Industrial,2215,72.87,75.08,9,1,0.12,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_2887,Pune,Agricultural,3783,81.49,82.66,75,0,0.92,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_2888,Pune,Residential,3879,98.33,66.67,90,4,0.92,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_2889,Pune,Industrial,2057,87.69,72.37,117,2,1.33,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_2890,Mumbai,Industrial,2109,80.34,48.1,99,5,1.23,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_2891,Mumbai,Residential,3237,88.77,49.49,36,4,0.41,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_2892,Mumbai,Residential,2591,97.31,86.47,76,1,0.78,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-05
CUST_2893,Nashik,Industrial,1743,78.22,47.98,45,2,0.58,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_2894,Nashik,Residential,2252,85.15,53.47,46,4,0.54,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_2895,Mumbai,Agricultural,3307,98.76,84.79,79,2,0.8,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-01
CUST_2896,Pune,Residential,3525,75.17,45.06,69,2,0.92,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_2897,Nashik,Residential,3163,91.59,59.12,115,4,1.26,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_2898,Mumbai,Industrial,3795,88.43,74.2,44,2,0.5,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_2899,Pune,Agricultural,2620,90.39,74.77,87,1,0.96,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_2900,Nashik,Residential,1970,80.54,83.86,112,4,1.39,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_2901,Pune,Agricultural,2148,79.42,70.3,42,5,0.53,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_2902,Pune,Agricultural,819,90.53,70.47,46,4,0.51,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_2903,Pune,Agricultural,1451,76.47,81.27,41,1,0.54,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_2904,Pune,Industrial,1696,82.59,69.93,60,1,0.73,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_2905,Nashik,Residential,2915,75.65,75.42,75,1,0.99,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_2906,Nashik,Industrial,2985,70.25,89.89,107,5,1.52,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_2907,Nashik,Residential,2506,99.1,65.07,59,5,0.6,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_2908,Mumbai,Residential,3942,82.95,64.26,93,2,1.12,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_2909,Nashik,Industrial,3941,99.08,45.18,58,2,0.59,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_2910,Pune,Agricultural,951,74.21,75.67,26,3,0.35,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_2911,Nashik,Agricultural,2523,87.62,46.49,31,2,0.35,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_2912,Pune,Residential,2250,76.03,70.21,109,1,1.43,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_2913,Mumbai,Industrial,2967,93.7,85.21,51,3,0.54,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-01
CUST_2914,Pune,Agricultural,510,93.51,72.5,42,1,0.45,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_2915,Pune,Agricultural,2794,73.38,58.48,116,0,1.58,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_2916,Pune,Residential,885,97.36,84.31,43,5,0.44,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-02
CUST_2917,Mumbai,Residential,466,75.84,58.49,19,4,0.25,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_2918,Nashik,Industrial,2807,88.39,81.65,70,0,0.79,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_2919,Nashik,Residential,3263,99.57,75.51,65,5,0.65,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_2920,Mumbai,Agricultural,3728,96.47,53.5,64,5,0.66,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_2921,Pune,Agricultural,3675,98.7,90.26,12,1,0.12,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-03
CUST_2922,Nashik,Agricultural,1556,80.28,55.03,48,2,0.6,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_2923,Mumbai,Agricultural,3698,73.17,94.48,47,4,0.64,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_2924,Nashik,Industrial,1505,75.65,45.37,10,2,0.13,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_2925,Mumbai,Industrial,3705,85.01,58.17,88,2,1.04,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_2926,Pune,Residential,2038,93.8,54.99,31,4,0.33,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_2927,Nashik,Residential,1352,74.5,45.7,49,4,0.66,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_2928,Mumbai,Residential,1013,89.79,81.62,27,0,0.3,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_2929,Nashik,Industrial,3464,79.71,79.67,116,1,1.46,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_2930,Nashik,Agricultural,3188,80.24,84.62,108,2,1.35,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_2931,Nashik,Residential,3215,89.86,57.83,85,1,0.95,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_2932,Nashik,Agricultural,987,84.01,67.22,17,1,0.2,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_2933,Mumbai,Residential,629,94.36,77.96,72,3,0.76,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_2934,Pune,Residential,2046,74.68,66.99,88,0,1.18,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_2935,Mumbai,Residential,1507,93.7,79.87,110,2,1.17,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_2936,Mumbai,Residential,2442,71.93,76.7,68,5,0.95,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_2937,Mumbai,Residential,1084,75.82,50.73,29,4,0.38,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_2938,Pune,Agricultural,2996,89.68,84.05,90,4,1.0,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_2939,Nashik,Residential,2700,95.65,81.03,56,1,0.59,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-01
CUST_2940,Nashik,Agricultural,3277,77.58,77.79,52,0,0.67,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_2941,Nashik,Industrial,1240,79.82,52.75,65,0,0.81,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_2942,Pune,Residential,3331,86.11,58.4,21,2,0.24,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_2943,Nashik,Agricultural,1588,76.35,64.66,44,2,0.58,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_2944,Pune,Industrial,1979,94.33,59.0,79,1,0.84,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_2945,Nashik,Industrial,3390,93.21,56.39,93,1,1.0,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_2946,Nashik,Industrial,2993,74.36,85.27,73,1,0.98,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_2947,Mumbai,Agricultural,925,83.91,76.91,89,3,1.06,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_2948,Pune,Residential,3870,93.24,73.27,30,0,0.32,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_2949,Mumbai,Residential,438,80.12,56.3,84,1,1.05,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_2950,Mumbai,Agricultural,3063,88.99,90.9,60,0,0.67,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_2951,Mumbai,Residential,3944,71.51,54.56,44,5,0.62,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_2952,Pune,Agricultural,1061,88.26,84.75,89,4,1.01,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_2953,Pune,Residential,2133,74.58,93.33,116,4,1.56,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_2954,Nashik,Industrial,3896,94.92,81.35,100,0,1.05,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_2955,Mumbai,Residential,2602,80.66,94.64,72,5,0.89,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_2956,Nashik,Agricultural,3456,78.45,77.55,106,4,1.35,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_2957,Mumbai,Agricultural,3829,95.23,55.87,12,4,0.13,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_2958,Pune,Industrial,1855,71.5,55.19,77,4,1.08,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_2959,Pune,Agricultural,3933,81.9,61.23,49,2,0.6,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_2960,Pune,Residential,975,81.1,45.36,21,5,0.26,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_2961,Mumbai,Residential,391,78.54,79.08,45,2,0.57,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_2962,Pune,Industrial,3971,97.35,58.43,81,0,0.83,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_2963,Mumbai,Agricultural,1392,92.53,85.76,13,0,0.14,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-02
CUST_2964,Nashik,Industrial,336,71.92,62.96,74,3,1.03,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_2965,Mumbai,Residential,2087,91.44,69.0,95,2,1.04,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_2966,Nashik,Industrial,2487,85.82,93.28,110,0,1.28,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_2967,Mumbai,Agricultural,3214,97.03,57.11,105,2,1.08,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_2968,Nashik,Industrial,3027,79.39,81.06,107,3,1.35,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_2969,Pune,Agricultural,3937,87.22,82.76,111,0,1.27,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_2970,Nashik,Agricultural,1501,85.02,56.05,28,0,0.33,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_2971,Pune,Residential,2136,84.69,70.05,77,0,0.91,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_2972,Pune,Residential,2194,83.68,62.51,110,0,1.31,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_2973,Nashik,Residential,3989,76.17,83.6,15,1,0.2,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_2974,Mumbai,Agricultural,436,92.67,76.12,39,5,0.42,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_2975,Mumbai,Industrial,2537,83.54,68.8,33,5,0.4,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_2976,Mumbai,Agricultural,1963,98.76,83.97,12,2,0.12,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-03
CUST_2977,Mumbai,Residential,2689,77.82,56.76,21,2,0.27,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_2978,Mumbai,Residential,1882,90.48,82.68,75,2,0.83,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-03
CUST_2979,Pune,Industrial,3376,98.22,88.27,16,3,0.16,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-06
CUST_2980,Mumbai,Residential,1271,89.9,88.93,116,1,1.29,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_2981,Pune,Residential,3628,96.14,84.18,83,2,0.86,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-05
CUST_2982,Pune,Residential,961,94.82,65.4,97,2,1.02,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_2983,Pune,Industrial,2590,80.8,94.09,113,0,1.4,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_2984,Nashik,Agricultural,2110,88.0,63.98,54,0,0.61,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_2985,Nashik,Residential,714,74.69,76.93,118,0,1.58,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_2986,Pune,Industrial,3998,86.07,53.05,28,2,0.33,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_2987,Nashik,Residential,3054,76.91,94.02,41,0,0.53,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_2988,Mumbai,Industrial,642,92.31,80.2,82,2,0.89,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-02
CUST_2989,Mumbai,Residential,3029,85.84,82.67,15,3,0.17,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_2990,Pune,Industrial,3750,82.34,48.29,103,3,1.25,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_2991,Mumbai,Residential,3965,78.06,83.17,85,4,1.09,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_2992,Pune,Agricultural,3000,99.96,83.74,63,1,0.63,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-03
CUST_2993,Pune,Residential,445,72.15,78.59,59,0,0.82,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_2994,Mumbai,Industrial,622,71.31,59.6,31,5,0.43,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_2995,Nashik,Residential,2469,76.52,69.48,112,0,1.46,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_2996,Mumbai,Agricultural,1575,99.13,50.52,71,1,0.72,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_2997,Mumbai,Residential,2178,99.38,68.58,64,1,0.64,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
